index;beetle;individual_number;date;video 2 name;run number;placed from;placed from angle theoretical (degrees);start time;placed from angle (degrees);rotation 1 direction;rotation 1 full lap? (degrees);angle before direction change 1 (degrees);rotation 2 direction;rotation 2 full lap? (degrees);angle before direction change 2 (degrees);rotation 3 direction;rotation 3 full lap? (degrees);end time;go down angle (degrees);rotation category manual;rotation category measured;exit angle (degrees);comment;smallest possible angle (degrees);smallest possible direction;smallest possible rotation large;smallest absolute angle (degrees);end angle for rotation 1 (degrees);end angle for rotation 2 (degrees);degrees rotation 1;degrees rotation 2;degrees rotation 3;total absolute degrees of rotation
278;28;26;20221121;FirstVsSubsequent_20221121_2_cam2_07;10;cw;300,00;00:01:42;295;ccw;;;;;;;;00:01:45;85;ccw;ccw;65;;150;cw;0;150;85;85;-210;0;0;210
279;29;27;20221121;FirstVsSubsequent_20221121_2_cam2_08;1;cw;310,00;00:02:22;340;cw;;50;ccw;;;;;00:02:36;195;both;both;165;;-145;ccw;0;145;50;195;70;-215;0;285
280;29;27;20221121;FirstVsSubsequent_20221121_2_cam2_08;2;ccw;130,00;00:02:54;105;cw;360;;;;;;;00:03:03;155;cw;cw;175;;50;cw;0;50;155;155;410;0;0;410
281;29;27;20221121;FirstVsSubsequent_20221121_2_cam2_08;3;cw;310,00;00:03:24;340;cw;;;;;;;;00:03:27;145;cw;cw;165;;165;cw;1;165;145;145;165;0;0;165
282;29;27;20221121;FirstVsSubsequent_20221121_2_cam2_08;4;ccw;130,00;00:03:49;110;cw;360;;;;;;;00:03:57;150;cw;cw;150;;40;cw;0;40;150;150;400;0;0;400
283;29;27;20221121;FirstVsSubsequent_20221121_2_cam2_08;5;cw;310,00;00:04:15;345;cw;;;;;;;;00:04:19;90;cw;cw;110;;105;cw;0;105;90;90;105;0;0;105
284;29;27;20221121;FirstVsSubsequent_20221121_2_cam2_08;6;ccw;130,00;00:04:38;90;ccw;;;;;;;;00:04:44;215;ccw;ccw;250;;125;cw;0;125;215;215;-235;0;0;235
285;29;27;20221121;FirstVsSubsequent_20221121_2_cam2_08;7;cw;310,00;00:05:02;300;ccw;;;;;;;;00:05:04;205;ccw;ccw;160;;-95;ccw;0;95;205;205;-95;0;0;95
286;29;27;20221121;FirstVsSubsequent_20221121_2_cam2_08;8;ccw;130,00;00:05:25;110;cw;;275;ccw;;;;;00:05:30;205;both;both;180;;95;cw;0;95;275;205;165;-70;0;235
287;29;27;20221121;FirstVsSubsequent_20221121_2_cam2_08;9;cw;310,00;00:05:47;315;ccw;;;;;;;;00:05:50;165;ccw;ccw;160;;-150;ccw;0;150;165;165;-150;0;0;150
288;29;27;20221121;FirstVsSubsequent_20221121_2_cam2_08;10;ccw;130,00;00:06:06;110;cw;;;;;;;;00:06:08;260;cw;cw;265;;150;cw;0;150;260;260;150;0;0;150
289;30;28;20221121;FirstVsSubsequent_20221121_2_cam2_09;1;ccw;120,00;00:06:06;110;ccw;;;;;;;;00:06:17;0;ccw;ccw;235;;-110;ccw;0;110;0;0;-110;0;0;110
290;30;28;20221121;FirstVsSubsequent_20221121_2_cam2_09;2;cw;300,00;00:06:42;305;ccw;;;;;;;;00:06:54;200;ccw;ccw;190;;-105;ccw;0;105;200;200;-105;0;0;105
291;30;28;20221121;FirstVsSubsequent_20221121_2_cam2_09;3;ccw;120,00;00:07:15;85;ccw;;;;;;;;00:07:18;265;ccw;ccw;295;;180;cw;1;180;265;265;-180;0;0;180
292;30;28;20221121;FirstVsSubsequent_20221121_2_cam2_09;4;cw;300,00;00:07:43;310;cw;;;;;;;;00:07:44;335;cw;cw;300;;25;cw;0;25;335;335;25;0;0;25
293;30;28;20221121;FirstVsSubsequent_20221121_2_cam2_09;5;ccw;120,00;00:08:05;90;cw;;;;;;;;00:08:10;265;cw;cw;270;;175;cw;1;175;265;265;175;0;0;175
294;30;28;20221121;FirstVsSubsequent_20221121_2_cam2_09;6;cw;300,00;00:08:31;290;ccw;;;;;;;;00:08:32;265;no;ccw;275;;-25;ccw;0;25;265;265;-25;0;0;25
295;30;28;20221121;FirstVsSubsequent_20221121_2_cam2_09;7;ccw;120,00;00:08:52;135;ccw;;;;;;;;00:08:54;315;ccw;ccw;300;;180;cw;1;180;315;315;-180;0;0;180
296;30;28;20221121;FirstVsSubsequent_20221121_2_cam2_09;8;cw;300,00;00:09:07;285;cw;;;;;;;;00:09:09;300;no;cw;295;;15;cw;0;15;300;300;15;0;0;15
297;30;28;20221121;FirstVsSubsequent_20221121_2_cam2_09;9;ccw;120,00;00:09:24;125;ccw;;;;;;;;00:09:26;325;ccw;ccw;310;;-160;ccw;0;160;325;325;-160;0;0;160
298;30;28;20221121;FirstVsSubsequent_20221121_2_cam2_09;10;cw;300,00;00:09:42;315;ccw;;;;;;;;00:09:43;305;no;ccw;295;;-10;ccw;0;10;305;305;-10;0;0;10
299;31;29;20221121;FirstVsSubsequent_20221121_2_cam2_09;1;cw;65,00;00:13:20;80;ccw;;;;;;;;00:13:32;35;no;ccw;345;;-45;ccw;0;45;35;35;-45;0;0;45
300;31;29;20221121;FirstVsSubsequent_20221121_2_cam2_09;2;ccw;245,00;00:14:44;245;cw;;;;;;;;00:14:46;320;cw;cw;270;;75;cw;0;75;320;320;75;0;0;75
301;31;29;20221121;FirstVsSubsequent_20221121_2_cam2_09;3;cw;65,00;00:15:09;50;ccw;;;;;;;;00:15:11;275;ccw;ccw;270;;-135;ccw;0;135;275;275;-135;0;0;135
302;31;29;20221121;FirstVsSubsequent_20221121_2_cam2_09;4;ccw;245,00;00:15:29;245;cw;;;;;;;;00:15:32;275;no;cw;195;;30;cw;0;30;275;275;30;0;0;30
303;31;29;20221121;FirstVsSubsequent_20221121_2_cam2_09;5;cw;65,00;00:15:55;95;ccw;;;;;;;;00:16:02;285;ccw;ccw;195;;-170;ccw;1;170;285;285;-170;0;0;170
304;31;29;20221121;FirstVsSubsequent_20221121_2_cam2_09;6;ccw;245,00;00:16:24;280;ccw;;;;;;;;00:16:28;270;no;ccw;275;;-10;ccw;0;10;270;270;-10;0;0;10
305;31;29;20221121;FirstVsSubsequent_20221121_2_cam2_09;7;cw;65,00;00:16:45;85;ccw;;;;;;;;00:16:50;210;ccw;ccw;185;;125;cw;0;125;210;210;-235;0;0;235
306;31;29;20221121;FirstVsSubsequent_20221121_2_cam2_09;8;ccw;245,00;00:17:15;305;ccw;-360;;;;;;;00:17:21;275;ccw;ccw;230;;-30;ccw;0;30;275;275;-390;0;0;390
307;31;29;20221121;FirstVsSubsequent_20221121_2_cam2_09;9;cw;65,00;00:17:42;75;ccw;;;;;;;;00:17:44;275;ccw;ccw;230;;-160;ccw;0;160;275;275;-160;0;0;160
308;31;29;20221121;FirstVsSubsequent_20221121_2_cam2_09/FirstVsSubsequent_20221121_2_cam2_10;10;ccw;245,00;00:18:05;245;cw;;;;;;;;00:00:04;225;cw;cw;265;;-20;ccw;0;20;225;225;340;0;0;340
309;32;30;20221121;FirstVsSubsequent_20221121_pm2_cam2_04;1;ccw;40,00;00:02:35;345;cw;;;;;;;;00:02:41;145;cw;cw;195;;160;cw;0;160;145;145;160;0;0;160
310;32;30;20221121;FirstVsSubsequent_20221121_pm2_cam2_04;2;cw;220,00;00:03:12;225;ccw;;;;;;;;00:03:13;185;no;ccw;205;;-40;ccw;0;40;185;185;-40;0;0;40
311;32;30;20221121;FirstVsSubsequent_20221121_pm2_cam2_04;3;ccw;40,00;00:03:38;75;cw;;;;;;;;00:03:41;260;cw;cw;230;;-175;ccw;1;175;260;260;185;0;0;185
312;32;30;20221121;FirstVsSubsequent_20221121_pm2_cam2_04;4;cw;220,00;00:04:02;250;ccw;;;;;;;;00:04:03;225;no;ccw;225;;-25;ccw;0;25;225;225;-25;0;0;25
313;32;30;20221121;FirstVsSubsequent_20221121_pm2_cam2_04;5;ccw;40,00;00:04:20;35;ccw;;;;;;;;00:04:24;250;ccw;ccw;230;;-145;ccw;0;145;250;250;-145;0;0;145
314;32;30;20221121;FirstVsSubsequent_20221121_pm2_cam2_04;6;cw;220,00;00:04:41;220;cw;;;;;;;;00:04:42;270;cw;cw;235;;50;cw;0;50;270;270;50;0;0;50
315;32;30;20221121;FirstVsSubsequent_20221121_pm2_cam2_04;7;ccw;40,00;00:04:58;25;ccw;;;;;;;;00:05:00;260;ccw;ccw;235;;-125;ccw;0;125;260;260;-125;0;0;125
316;32;30;20221121;FirstVsSubsequent_20221121_pm2_cam2_04;8;cw;220,00;00:05:15;210;cw;;;;;;;;00:05:16;275;cw;cw;235;;65;cw;0;65;275;275;65;0;0;65
317;32;30;20221121;FirstVsSubsequent_20221121_pm2_cam2_04;9;ccw;40,00;00:05:34;0;ccw;;;;;;;;00:05:35;290;ccw;ccw;230;;-70;ccw;0;70;290;290;-70;0;0;70
318;32;30;20221121;FirstVsSubsequent_20221121_pm2_cam2_04;10;cw;220,00;00:05:50;220;cw;;;;;;;;00:05:51;280;no;cw;230;;60;cw;0;60;280;280;60;0;0;60
